team;estimate
1;2.0590772613591652
1;1.743930784604904
1;1.719620236298058
1;1.1907317992649347
1;1.809811622633697
1;1.5106528177574674
1;1.1208622697070925
1;1.8731670381383434
1;1.6183063896856065
1;1.4030668666517756
1;1.154313477673772
1;1.9646497496287454
1;1.7889348323831518
1;1.9799523846142524
1;1.9677546981624585
1;1.627057453433976
1;1.1165948514495094
1;1.9585424358349646
1;1.7817069869466655
1;1.478816013144927
1;1.2784979557946767
1;1.8504502092401645
1;1.6459230414831298
1;0.9751642728120162
1;1.3438041542806927
1;2.031877003445628
1;1.5627285281168566
1;1.3575825773179022
1;1.8209695836374642
1;1.7145239260384508
1;1.3992394031733606
1;1.057776775054173
1;1.346719264252351
1;1.954229021180411
1;1.5132066501452943
1;2.2037641390922613
1;1.8816598776700006
1;2.132907431300067
1;1.3322877672385676
1;1.7529941235973745
1;1.6682566816213489
1;1.022029641822321
1;2.331371179205371
1;1.3554954872443647
1;1.629603547191705
1;2.1166942373340274
1;1.4226964723256383
1;0.610819145786964
1;1.3096785225725276
1;1.4585513368831902
1;1.327737701804287
1;1.474227186643963
1;0.49202861954139876
1;1.9156064459989495
1;2.0393416057930636
1;1.5195690802180981
1;1.5644617470464073
1;1.0223850086015829
1;1.6927444751288039
1;1.3109699633870866
1;1.7099685983032746
1;2.0308414310905216
1;1.4196834274437968
1;1.7691776717493821
1;0.7529639562242144
1;1.7914425678360744
1;1.085414677733331
1;1.708374475564082
1;1.675962208680495
1;1.5783616971901702
1;1.089535605020819
1;1.8319069377606658
1;1.342317613078829
1;2.4027217806166066
1;1.4156157563115725
1;2.3757952949064456
1;1.2835208820409054
1;2.1159372094467646
1;0.7920130427081165
1;1.9196255563751792
1;2.40060586899912
1;1.1764201143099995
1;0.76107416851288745
1;1.040528328151942
1;1.163278889105941
1;1.9365870836776593
1;1.6002375523417196
1;1.6215813780657233
1;1.5605698875303815
1;1.3604377241077208
1;1.8787182609537314
1;1.5040009649846033
1;2.014148311554469
1;0.9929394260133166
1;1.7025500764955925
1;1.923651161948126
1;1.5980491175798384
1;2.484977033669367
1;2.125040975220451
1;1.119237020341219
1;1.154362957648227
1;1.45252241601771
1;1.2640611876292391
1;2.1956511180944007
1;1.2339587087827497
1;2.0380442056323878
1;1.7053237983172906
1;1.2745031733095038
1;1.3945673368694762
1;1.2772753368470973
1;1.1880571594988636
1;2.0442529284861117
1;1.1006459057134033
1;1.220409479343837
1;1.3957731032643608
1;1.0190801453660048
1;1.468882027091608
1;1.5330747913500002
1;1.4613058580783533
1;1.889528213052079
1;1.9209792626256
1;1.9669860779375787
1;1.7420412285112452
1;2.16594324423173
1;1.4543574585091084
1;1.9917865616367871
1;1.5856322753302587
1;2.387470133214064
1;1.1755796720050808
1;1.856578327686241
1;2.1014415442937304
1;2.2148640253085707
1;1.846282668393292
1;2.978126990649594
1;1.658451961439926
1;1.2707482297623542
1;2.053419636113257
1;1.6661751522679256
1;1.4346473292383046
1;1.2739507818780955
1;1.4895015883772187
1;2.1467225702579262
1;0.694930188836403
1;0.8830011900686405
1;1.2574002501487327
1;1.328570636551408
1;1.781382171311018
1;1.6988149587252293
1;1.525453594858447
1;2.1622963630847383
1;1.3749124103571506
